yyyyq,Index,D12,E12,b/m,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx,D3,E3
19962,670.63,14.273,34.910,0.2364437252,0.0509,0.0771,0.0840,0.0703,0.0408727688,0.02721617369,0.012400,0.0064226076,-0.0019536613,0.0014252624,0.0025019326,-0.0008478904,0.0376700769,0.0450685219,0.0393552216,3.771,10.130
19963,687.31,14.664,36.000,0.2272973181,0.0509,0.0766,0.0835,0.0704,0.0406217279,0.02958073676,0.012725,0.0070197830,0.0165233544,0.0197374187,0.0041629121,-0.0005386936,0.0383691854,0.0312313756,0.0252704054,3.890,9.780
19964,740.74,14.899,38.730,0.2073427297,0.0491,0.0720,0.0789,0.0673,0.0412717600,0.02412568672,0.012725,0.0050697085,0.0493489382,0.0435711306,0.0030194650,-0.0003967552,0.0388240059,0.0834002851,0.0777463353,3.786,9.860
19971,757.12,15.059,40.240,0.2147802023,0.0514,0.0755,0.0818,0.0723,0.0368295061,0.02114854338,0.012275,0.0088272383,-0.0324173705,-0.0221076667,0.0048363351,-0.0013083062,0.0391837898,0.0264065641,0.0215983515,3.612,10.470
19972,885.14,15.161,40.550,0.1842876150,0.0493,0.0741,0.0802,0.0688,0.0328112419,0.01084670697,0.012850,0.0018750000,0.0556385733,0.0507233642,0.0069870000,-0.0006620977,0.0394377078,0.1750083365,0.1697558091,3.873,10.440
19973,947.28,15.333,40.640,0.1779678570,0.0495,0.0715,0.0770,0.0649,0.0328411100,0.01463426609,0.012325,0.0056144729,0.0614293123,0.0507550413,0.0071014311,-0.0007428601,0.0405871076,0.0760166276,0.0714146111,4.062,9.870
19974,970.43,15.497,39.720,0.1788008842,0.0516,0.0676,0.0732,0.0602,0.0277935273,0.01555947129,0.012375,0.0006203474,0.0687137261,0.0461720144,0.0142753059,-0.0008887790,0.0402194179,0.0295619950,0.0252372186,3.950,8.940
19981,"1,101.75",15.641,39.540,0.1811403960,0.0503,0.0672,0.0732,0.0602,0.0178545411,0.01648886142,0.012900,0.0055796652,0.0151876400,0.0168397736,0.0046589760,-0.0007397901,0.0409022469,0.1405030025,0.1363825999,3.756,10.290
19982,"1,133.84",15.950,38.970,0.1780606060,0.0498,0.0653,0.0713,0.0576,0.0185676599,0.02401057667,0.012575,0.0049321825,0.0441226389,0.0338425279,0.0046709312,-0.0011688478,0.0416227268,0.0341013943,0.0302644977,4.182,9.870
19983,"1,017.01",16.143,38.090,0.2032484042,0.0461,0.0640,0.0709,0.0517,0.0209247317,0.02408290908,0.012450,0.0036809816,0.0834854030,0.0446843916,0.0215331096,-0.0016339078,0.0415894791,-0.0981994019,-0.1018871524,4.255,8.990
19984,"1,229.23",16.195,37.710,0.1736113154,0.0439,0.0622,0.0723,0.0542,0.0137104832,0.02005702943,0.011525,0.0018337408,-0.0154720633,0.0084944870,0.0103951036,-0.0010338728,0.0421038768,0.2157151690,0.2115401640,4.002,8.560
19991,"1,286.37",16.449,38.380,0.1728971707,0.0444,0.0662,0.0753,0.0592,0.0108647051,0.02066812239,0.010975,0.0067114094,-0.0412967766,-0.0280988886,0.0100313507,-0.0010753509,0.0423130120,0.0488474116,0.0455069190,4.010,10.960
19992,"1,372.71",16.448,41.020,0.1542274468,0.0457,0.0723,0.0802,0.0627,0.0175949499,0.01886858065,0.011100,0.0072727273,-0.0241106270,-0.0356384358,0.0082215212,-0.0011446288,0.0426968911,0.0686976319,0.0650115715,4.181,12.510
19993,"1,282.71",16.641,43.960,0.1636844982,0.0468,0.0739,0.0820,0.0646,0.0193186174,0.02037967906,0.011425,0.0102286402,-0.0046680472,-0.0046996168,0.0070459696,-0.0009857026,0.0431556856,-0.0621528323,-0.0653110686,4.448,11.930
19994,"1,469.25",16.692,48.170,0.1471672594,0.0520,0.0755,0.0819,0.0682,0.0179304153,0.01788875647,0.011700,0.0023823705,-0.0226796435,-0.0079346249,0.0073790173,0.0000642780,0.0425742621,0.1543832368,0.1510380786,4.053,12.770
20001,"1,498.58",16.762,50.950,0.1499735618,0.0569,0.0768,0.0837,0.0618,0.0061055597,0.01829139009,0.013000,0.0172311349,0.0883296505,0.0241003435,0.0148850819,0.0001848837,0.0433726371,0.0257444116,0.0227802592,4.080,13.740
20002,"1,454.60",16.704,51.920,0.1567779616,0.0569,0.0767,0.0848,0.0622,0.0148804540,0.00712421269,0.014225,0.0070093458,0.0111248414,0.0042914259,0.0154869275,-0.0002467433,0.0439202435,-0.0283599733,-0.0310714470,4.123,13.480
20003,"1,436.51",16.347,53.700,0.1537894629,0.0600,0.0762,0.0835,0.0612,0.0137266178,0.00446892580,0.014225,0.0075406032,0.0253602714,0.0363872016,0.0047046810,-0.0005084875,0.0435734815,-0.0056421038,-0.0083851304,4.091,13.710
20004,"1,320.28",16.271,50.000,0.1518515036,0.0577,0.0721,0.0802,0.0558,0.0224647436,-0.00226174722,0.015000,0.0017271157,0.0767406057,0.0587531454,0.0141398718,-0.0005248530,0.0429397520,-0.0768149507,-0.0795491521,3.977,9.070
20011,"1,160.33",15.973,45.440,0.1331135514,0.0442,0.0698,0.0784,0.0559,0.0129559690,-0.00521344439,0.014425,0.0126436782,0.0120644393,0.0460136678,0.0146090227,-0.0018640665,0.0418051497,-0.1213082778,-0.1239700047,3.782,9.180
20012,"1,224.42",15.686,36.790,0.1252094328,0.0349,0.0718,0.0797,0.0590,0.0144888253,0.00504075450,0.011050,0.0102156640,-0.0194513944,0.0057323107,0.0114708568,-0.0015922058,0.0402633131,0.0586350198,0.0554551380,3.836,4.830
20013,"1,040.94",15.736,28.310,0.1486285882,0.0264,0.0717,0.0803,0.0542,0.0194168414,0.00865273396,0.008725,0.0016853933,0.0675522539,0.0362687600,0.0122887283,-0.0018229150,0.0391893150,-0.1467230479,-0.1498055762,4.141,5.230
20014,"1,148.08",15.740,24.690,0.1312178459,0.0169,0.0677,0.0805,0.0575,0.0149393243,0.01346482468,0.006600,-0.0089736399,-0.0211326364,0.0148617340,0.0072370886,-0.0013361672,0.0375307984,0.1098213897,0.1058500653,3.981,5.450
20021,"1,147.39",15.730,24.700,0.2368334023,0.0179,0.0681,0.0811,0.0604,0.0126259325,0.01375944417,0.004225,0.0118845501,-0.0192512993,0.0003210388,0.0067665435,-0.0022385902,0.0361774801,0.0027864087,-0.0006014951,3.772,9.190
20022,989.81,16.039,26.740,0.2665725018,0.0170,0.0663,0.0795,0.0566,0.0128744554,0.02752277048,0.004475,0.0061521253,0.0620574000,0.0444551570,0.0101293348,-0.0026067905,0.0353742232,-0.1347992581,-0.1381593054,4.145,6.870
20023,815.29,15.799,30.040,0.3245551555,0.0163,0.0615,0.0740,0.0480,0.0169445582,0.02929929597,0.004250,0.0061145081,0.1230629369,0.0898407010,0.0321181944,-0.0032126151,0.0348968320,-0.1690639049,-0.1727613394,3.901,8.530
20024,879.82,16.074,27.590,0.2953858956,0.0119,0.0621,0.0745,0.0484,0.0196944664,0.02573598142,0.004075,-0.0005524862,0.0073677451,0.0243796368,0.0186782487,-0.0041443054,0.0340899458,0.0850204225,0.0798847865,4.256,3.000
20031,848.18,16.224,30.320,0.2861177008,0.0113,0.0589,0.0695,0.0490,0.0275199277,0.02409859535,0.002975,0.0182421227,0.0081549180,0.0203269965,0.0138678121,NaN,0.0339503539,-0.0315387316,-0.0360380855,3.922,11.920
20032,974.51,16.165,34.550,0.2544883373,0.0092,0.0497,0.0619,0.0445,0.0189378122,0.00126188360,0.002825,-0.0027144408,0.0535257809,0.0557621662,0.0072908299,NaN,0.0345798340,0.1550485850,0.1500739153,4.086,11.100
20033,995.97,16.586,38.580,0.2465417826,0.0094,0.0572,0.0679,0.0523,0.0203117149,0.00732340147,0.002300,0.0081654872,-0.0331744846,-0.0212562983,0.0048811605,NaN,0.0349779945,0.0267366914,0.0222877999,4.322,12.560
20034,"1,111.92",17.385,48.740,0.2187398648,0.0090,0.0562,0.0660,0.0515,0.0157339768,0.00694631571,0.002350,-0.0048596112,-0.0174534279,-0.0015169173,0.0032209757,NaN,0.0350679266,0.1204963950,0.1151994532,5.055,13.160
20041,"1,126.21",18.024,52.000,0.2817314655,0.0094,0.0533,0.0611,0.0474,0.0188043761,0.01228203839,0.002250,0.0168204015,0.0568241344,0.0490674877,0.0035707938,NaN,0.0343751822,0.0182680513,0.0141655413,4.561,15.180
20042,"1,140.84",18.602,56.150,0.2796316030,0.0127,0.0601,0.0678,0.0532,0.0145092219,0.01449142694,0.002350,0.0122732124,-0.0522696815,-0.0513799840,0.0029793234,NaN,0.0349075141,0.0172783675,0.0130347492,4.664,15.250
20043,"1,114.58",19.163,57.770,0.2894853015,0.0165,0.0546,0.0627,0.0488,0.0122965114,0.00913225614,0.003175,0.0010542963,0.0657461276,0.0693189307,0.0029256295,NaN,0.0355527032,-0.0187720960,-0.0231144778,4.883,14.180
20044,"1,211.92",19.442,58.550,0.2706192427,0.0219,0.0547,0.0615,0.0484,0.0188474328,0.01300150465,0.004125,0.0021063718,0.0164306310,0.0216710504,0.0028157443,NaN,0.0359040730,0.0917670927,0.0834408457,5.334,13.940
20051,"1,180.59",20.225,60.220,0.3198568893,0.0274,0.0540,0.0606,0.0488,0.0211233208,0.00909723099,0.005475,0.0157645822,0.0094949248,0.0034873880,0.0025157435,NaN,0.0360325329,-0.0203611723,-0.0248173962,5.344,16.850
20052,"1,191.33",20.925,63.260,0.3269790569,0.0297,0.0496,0.0586,0.0429,0.0232656894,0.00536565989,0.006850,0.0062079669,0.0859452104,0.0781552716,0.0032274284,NaN,0.0362151132,0.0142008796,0.0096149051,5.364,18.290
20053,"1,228.81",21.471,66.470,0.3178915098,0.0342,0.0513,0.0603,0.0464,0.0253366707,0.00671640133,0.007425,0.0221079692,-0.0303787244,-0.0326167959,0.0020065323,NaN,0.0365601027,0.0361545522,0.0315760010,5.429,17.390
20054,"1,248.29",22.216,69.830,0.3134779566,0.0389,0.0537,0.0632,0.0461,0.0265233433,0.00305888565,0.008550,-0.0100603622,0.0142266628,0.0115572459,0.0027908829,NaN,0.0364217371,0.0219556138,0.0169606728,6.079,17.300
20061,"1,294.83",22.784,72.670,0.3160094407,0.0451,0.0553,0.0641,0.0507,0.0151402992,0.00215199453,0.009725,0.0152439024,-0.0428125027,-0.0371556308,0.0021692124,NaN,0.0372181076,0.0422135937,0.0374008727,5.912,19.690
20062,"1,270.20",23.437,74.490,0.3148502899,0.0479,0.0589,0.0678,0.0531,0.0221571477,-0.00219548939,0.011275,0.0155155155,-0.0147429672,-0.0205501853,0.0040577867,NaN,0.0374122320,-0.0150359793,-0.0196590912,6.017,20.110
20063,"1,335.85",24.096,78.570,0.3005932835,0.0481,0.0551,0.0643,0.0484,0.0253458007,-0.00949348558,0.011975,0.0000000000,0.0682517252,0.0800655669,0.0024343100,NaN,0.0375867505,0.0571333233,0.0522477225,6.088,21.470
20064,"1,418.30",24.884,81.510,0.2816823997,0.0485,0.0532,0.0622,0.0491,0.0187431919,-0.01503677909,0.012025,-0.0054213898,0.0042853884,0.0135398119,0.0014003141,NaN,0.0375131111,0.0659871987,0.0606878986,6.867,20.240
20071,"1,420.86",25.494,83.150,0.2690500135,0.0494,0.0530,0.0627,0.0493,0.0076396905,-0.01248635258,0.012125,0.0176015857,0.0081254047,-0.0001881489,0.0035148648,NaN,0.0377164497,0.0065771216,0.0020429761,6.522,21.330
20072,"1,503.35",26.170,84.921,0.2478956100,0.0461,0.0579,0.0670,0.0521,0.0130954021,-0.01106400557,0.012350,0.0146090615,-0.0206638030,-0.0187892718,0.0027511558,NaN,0.0380696007,0.0620168528,0.0571980841,6.693,21.881
20073,"1,526.75",26.978,78.601,0.2392074367,0.0389,0.0574,0.0659,0.0489,0.0175357052,-0.01301500402,0.011525,0.0006623407,0.0501237982,0.0256127034,0.0094287022,NaN,0.0381679987,0.0202731221,0.0153711919,6.896,15.150
20074,"1,468.36",27.732,66.181,0.2505829731,0.0300,0.0549,0.0665,0.0450,0.0199430160,-0.04063729412,0.009725,0.0074152238,0.0599426263,0.0196164747,0.0096650443,NaN,0.0382528081,-0.0307050793,-0.0356807454,7.621,7.820
20081,"1,322.70",28.302,60.391,0.2540575672,0.0126,0.0551,0.0689,0.0432,0.0204794441,-0.05183155863,0.007500,0.0166257213,0.0339836064,-0.0112801388,0.0143951002,NaN,0.0379023520,-0.0937549705,-0.0985041517,7.092,15.540
20082,"1,280.00",28.712,51.370,0.2744913881,0.0186,0.0568,0.0707,0.0460,0.0005000139,-0.04737688592,0.003150,0.0247602188,-0.0237116890,-0.0248370724,0.0079696230,NaN,0.0374954956,-0.0257521280,-0.0308272290,7.103,12.860
20083,"1,166.36",28.854,45.950,0.2871235482,0.0113,0.0565,0.0731,0.0443,0.0259319611,-0.04892284443,0.004650,-0.0001462423,0.0330818624,-0.0853240679,0.0316883632,NaN,0.0363413837,-0.0785716601,-0.0837884025,7.038,9.730
20084,903.25,28.387,14.880,0.3549842247,0.0003,0.0505,0.0843,0.0303,0.0172912826,-0.02449846355,0.002825,-0.0391026725,0.2068890791,0.2335872520,0.1144354865,NaN,0.0338411737,-0.2189594288,-0.2249926989,7.154,-23.250
20091,797.87,27.255,6.860,0.2965282852,0.0021,0.0550,0.0842,0.0355,0.0269424949,-0.03742738758,0.000075,0.0118014727,-0.0607940129,-0.1243560813,0.0422966839,NaN,0.0310177198,-0.1055788261,-0.1136119989,5.96,7.520
20092,919.32,25.594,7.510,0.2671078489,0.0018,0.0561,0.0750,0.0429,0.0107420898,-0.02209749134,0.000525,0.0140285554,-0.0805216310,0.0823546655,0.0174047068,NaN,0.0298940599,0.1568760776,0.1499779860,5.442,13.510
20093,"1,057.08",23.901,12.540,0.2323100240,0.0012,0.0513,0.0631,0.0403,0.0188767168,-0.00001433216,0.000450,0.0012795965,0.0430846625,0.1108479976,0.0078614072,NaN,0.0295750413,0.1524406042,0.1464594886,5.345,14.760
20094,"1,115.10",22.405,50.970,0.2163645169,0.0005,0.0526,0.0637,0.0458,0.0204929986,0.01059446795,0.000300,-0.0000926059,-0.0552509883,-0.0216581536,0.0068327206,NaN,0.0296364243,0.0606571298,0.0550163721,5.658,15.180
20101,"1,169.43",21.904,60.930,0.3818781703,0.0015,0.0527,0.0627,0.0458,0.0189254333,0.01393207659,0.000125,0.0077888761,0.0111964227,0.0180388911,0.0049983567,NaN,0.0297057878,0.0542079258,0.0490503586,5.459,17.480
20102,"1,030.71",22.037,67.100,0.4241765415,0.0012,0.0488,0.0623,0.0376,0.0130649025,0.01877588084,0.000375,0.0015347078,0.1233327301,0.0839820965,0.0154934327,NaN,0.0305363853,-0.1154376527,-0.1199449909,5.575,19.680
20103,"1,141.20",22.353,71.860,0.3843057828,0.0015,0.0453,0.0566,0.0341,0.0098879180,0.00333750913,0.000300,0.0021746611,0.0563754186,0.0497701326,0.0083905713,NaN,0.0311905029,0.1141709365,0.1078011149,5.661,19.520
20104,"1,257.64",22.729,77.350,0.3581003169,0.0014,0.0502,0.0610,0.0414,0.0102763896,0.01261184894,0.000375,0.0033876734,-0.0820959556,-0.0294111966,0.0036501585,NaN,0.0316009526,0.1083202060,0.1019091872,6.034,20.670
20111,"1,325.83",23.431,81.310,0.3542699394,0.0010,0.0513,0.0603,0.0429,0.0020415859,0.01247602243,0.000350,0.0195639181,-0.0091163671,-0.0115791018,0.0042760277,NaN,0.0313511394,0.0572764143,0.0523320085,6.161,21.440
20112,"1,320.64",24.341,83.870,0.3515700392,0.0004,0.0499,0.0575,0.0404,0.0089233071,0.01173355316,0.000250,0.0100909754,0.0372021445,0.0281597312,0.0038654813,NaN,0.0319586180,0.0009555168,-0.0039656215,6.485,22.240
20113,"1,131.42",25.181,86.980,0.3999228470,0.0001,0.0409,0.0527,0.0265,0.0113439506,0.01304930146,0.000100,0.0051700765,0.2117330899,0.1341002240,0.0279688156,NaN,0.0332240173,-0.1381793201,-0.1427756455,6.501,22.630
20114,"1,257.60",26.425,86.950,0.3572325407,0.0001,0.0393,0.0525,0.0248,0.0143009920,-0.00649733119,0.000025,-0.0053638563,0.0205627024,0.0233067864,0.0178445503,NaN,0.0337943513,0.1164158839,0.1097898554,7.278,20.640
20121,"1,408.47",27.353,88.540,0.3461819674,0.0008,0.0399,0.0523,0.0290,0.0072511739,-0.01377504993,0.000025,0.0164841008,-0.0490179216,-0.0058533006,0.0024271039,NaN,0.0343555048,0.1263457748,0.1205289981,7.089,23.030
20122,"1,362.16",28.320,87.920,0.3551038851,0.0009,0.0364,0.0502,0.0225,0.0055398814,-0.01904306443,0.000200,0.0003749041,0.0927633838,0.0671497660,0.0065608638,NaN,0.0348019201,-0.0267126599,-0.0320911468,7.452,21.620
20123,"1,440.67",29.590,86.500,0.3403829538,0.0011,0.0349,0.0484,0.0226,0.0033794989,-0.01742490115,0.000225,0.0084060346,0.0028731522,0.0380840714,0.0033246026,NaN,0.0343484546,0.0634940059,0.0576261080,7.771,21.210
20124,"1,426.19",31.247,86.510,0.3490324432,0.0007,0.0365,0.0463,0.0241,-0.0099146199,-0.01154911760,0.000275,-0.0078044312,-0.0074823528,0.0049409750,0.0038638894,NaN,0.0344004422,-0.0042052517,-0.0113134242,8.935,20.650
20131,"1,569.19",32.112,87.700,0.3461299966,0.0009,0.0393,0.0485,0.0284,0.0020521832,-0.00891063953,0.000175,0.0138152708,-0.0282409734,-0.0240509660,0.0026340639,NaN,0.0345204239,0.1061219989,0.1003324323,7.954,24.220
20132,"1,606.28",33.266,90.950,0.3384443580,0.0005,0.0427,0.0519,0.0329,-0.0049930247,0.00011870877,0.000225,0.0031403986,-0.0551945078,-0.0569074693,0.0049459772,NaN,0.0342868467,0.0290061473,0.0234389819,8.606,24.870
20133,"1,681.55",34.404,94.370,0.3335214846,0.0002,0.0464,0.0547,0.0342,-0.0035996789,0.01011870104,0.000125,0.0027622653,-0.0191162163,-0.0029289921,0.0020747123,NaN,0.0345515042,0.0522777487,0.0466373774,8.909,24.630
20134,"1,848.36",34.992,100.200,0.3044081256,0.0007,0.0462,0.0538,0.0367,-0.0015665142,0.01214394227,0.000050,-0.0046978633,-0.0315722669,0.0125210037,0.0028282840,NaN,0.0349254723,0.1064981973,0.1006292641,9.523,26.480
20141,"1,872.34",36.228,100.850,0.3506160657,0.0005,0.0438,0.0506,0.0331,-0.0107556963,0.01641638041,0.000175,0.0139198194,0.0692999348,0.0569689077,0.0034261857,NaN,0.0350669536,0.0176373584,0.0124953318,9.190,24.870
20142,"1,960.23",37.381,103.120,0.3429284585,0.0004,0.0425,0.0480,0.0307,-0.0109817353,0.01388543556,0.000125,0.0086756696,0.0438887275,0.0371710016,0.0021998964,NaN,0.0356501582,0.0512711870,0.0459463653,9.759,27.140
20143,"1,972.29",38.495,105.960,0.3385761813,0.0002,0.0411,0.0480,0.0295,-0.0110655415,0.00799144302,0.000100,-0.0013090378,0.0250825544,0.0099533246,0.0022163468,NaN,0.0359867964,0.0109675138,0.0057948762,10.023,27.470
20144,"2,058.90",39.443,102.310,0.3237556717,0.0003,0.0379,0.0474,0.0240,-0.0158226300,0.00562503854,0.000050,-0.0135234486,0.0901822820,0.0592247133,0.0050870917,NaN,0.0358134129,0.0496631181,0.0440774101,10.472,22.830
20151,"2,067.89",40.807,99.250,0.3074540451,0.0003,0.0364,0.0454,0.0223,-0.0282646895,-0.00688945851,0.000075,0.0055661551,0.0287959494,0.0319339026,0.0047605439,NaN,0.0353878853,0.0105189320,0.0051855857,10.553,21.810
20152,"2,063.11",41.742,94.910,0.3101868327,0.0002,0.0419,0.0513,0.0261,-0.0286925518,-0.00872533578,0.000075,0.0106683494,-0.0690955255,-0.0728932374,0.0025134958,NaN,0.0351837632,0.0019735047,-0.0031769455,10.695,22.800
20153,"1,920.03",42.510,90.660,0.3356119548,0.0002,0.0407,0.0534,0.0240,-0.0255538013,-0.01364747546,0.000050,-0.0029039801,0.0521335070,0.0305665003,0.0110602192,NaN,0.0349554495,-0.0636320864,-0.0687004592,10.791,23.220
20154,"2,043.94",43.388,86.530,0.3136488144,0.0023,0.0397,0.0546,0.0243,-0.0276582164,-0.02226183288,0.000050,-0.0059677657,-0.0139396658,0.0040040000,0.0055761514,NaN,0.0343329294,0.0705284068,0.0644408695,11.349,18.700
20161,"2,059.74",43.876,86.440,0.3279547913,0.0029,0.0382,0.0513,0.0218,-0.0262745584,-0.02371513375,0.000575,0.0067942078,0.0780759202,0.0736267851,0.0081770148,NaN,0.0339816734,0.0131655917,0.0071136124,11.041,21.720
20162,"2,098.86",44.460,86.920,0.3234753617,0.0027,0.0350,0.0453,0.0179,-0.0215052052,-0.02868467827,0.000725,0.0121193288,0.0620250759,0.0545349807,0.0046777410,NaN,0.0338983170,0.0250379320,0.0195234623,11.279,23.280
20163,"2,168.27",45.026,89.090,0.3167938869,0.0029,0.0341,0.0431,0.0196,-0.0236711952,-0.03260322685,0.000675,0.0017011178,-0.0183388338,0.0139281435,0.0024299393,NaN,0.0340374495,0.0383264912,0.0328106910,11.357,25.390
20164,"2,238.83",45.701,94.550,0.2934790969,0.0051,0.0406,0.0483,0.0272,-0.0247279147,-0.02510357356,0.000725,0.0000165681,-0.0946094509,-0.0705068563,0.0018344460,NaN,0.0339504066,0.0367193174,0.0309673998,12.024,24.160
20171,"2,362.72",46.382,100.290,0.2815988893,0.0074,0.0401,0.0468,0.0274,-0.0238433080,-0.01619886057,0.001275,0.0098122867,0.0139866744,0.0127373360,0.0011347882,NaN,0.0340777711,0.0613710608,0.0560995415,11.723,27.460
20172,"2,423.41",47.219,104.020,0.2725452275,0.0098,0.0368,0.0437,0.0258,-0.0261182436,-0.00978400633,0.001850,0.0047333686,0.0294985709,0.0518362158,0.0013412055,NaN,0.0341203415,0.0312417929,0.0259292146,12.115,27.010
20173,"2,519.36",48.173,107.080,0.2597061668,0.0103,0.0363,0.0430,0.0259,-0.0315648705,-0.01108517959,0.002450,0.0076095609,0.0050864696,0.0176126503,0.0012694666,NaN,0.0339145345,0.0434910730,0.0379267369,12.311,28.450
20174,"2,673.61",48.932,109.880,0.2353933431,0.0132,0.0351,0.0422,0.0254,-0.0318502990,-0.01987887466,0.002575,-0.0011952078,0.0125187323,0.0354613491,0.0008176031,NaN,0.0343006709,0.0680820432,0.0628984257,12.783,26.960
20181,"2,640.87",50.003,115.440,0.2594615384,0.0170,0.0387,0.0464,0.0285,-0.0318453879,-0.01822134907,0.003300,0.0122908926,-0.0286721350,-0.0431194187,0.0093826647,NaN,0.0348168119,-0.0077102672,-0.0124475248,12.794,33.020
20182,"2,718.37",50.990,122.480,0.2576624102,0.0190,0.0396,0.0483,0.0291,-0.0283049292,-0.02210127602,0.004250,0.0097574072,-0.0008913932,-0.0186021280,0.0039082464,NaN,0.0350500663,0.0346889185,0.0296689491,13.103,34.050
20183,"2,913.98",52.339,130.390,0.2363654368,0.0213,0.0398,0.0488,0.0334,-0.0308533096,-0.02083444911,0.004750,0.0017857922,-0.0499975856,0.0037670770,0.0013557765,NaN,0.0349426851,0.0768098165,0.0717318620,13.660,36.360
20184,"2,506.85",53.748,132.390,0.2680887675,0.0237,0.0402,0.0513,0.0284,-0.0259844263,-0.01922790932,0.005325,-0.0047773918,0.0785680574,0.0106297848,0.0142083460,NaN,0.0350101120,-0.1361211700,-0.1406945398,14.192,28.960
20191,"2,834.40",54.937,134.390,0.2530880893,0.0240,0.0377,0.0484,0.0257,-0.0443170201,-0.02323149418,0.005925,0.0118177150,0.0434747758,0.0695696285,0.0046508661,NaN,0.0350622117,0.1374890204,0.1317942698,13.983,35.020
20192,"2,941.76",56.077,135.270,0.2467011142,0.0217,0.0342,0.0446,0.0207,-0.0380767049,-0.01253834645,0.006000,0.0076356598,0.0505454149,0.0630212726,0.0032708875,NaN,0.0352787294,0.0426880396,0.0374889444,14.243,34.930
20193,"2,976.74",57.220,132.900,0.2437969100,0.0189,0.0303,0.0391,0.0170,-0.0342592742,-0.01083810932,0.005425,0.0024049066,0.0615112874,0.0622463415,0.0055168430,NaN,0.0351736272,0.0170418487,0.0119255791,14.802,33.990
20194,"3,230.78",58.241,139.470,0.2299438976,0.0154,0.0301,0.0388,0.0186,-0.0398529861,-0.00719915547,0.004725,0.0008373611,-0.0360892662,-0.0069169675,0.0023190443,NaN,0.0346739720,0.0901426203,0.0848012681,15.213,35.530
20201,"2,584.59",59.581,116.330,0.3060971381,0.0029,0.0302,0.0429,0.0087,-0.0576245249,-0.00770029382,0.003850,0.0044401379,0.1960734200,0.0433977027,0.0790488046,NaN,0.0336252491,-0.1937938007,-0.1982726544,15.323,11.880
20202,"3,100.29",59.683,99.230,0.2599004838,0.0016,0.0244,0.0364,0.0073,-0.2786399629,-0.01684502163,0.000725,-0.0012320090,0.0007168271,0.0586249956,0.0255881220,NaN,0.0304567711,0.2069446030,0.2013269179,14.346,17.830
20203,"3,363.00",58.851,98.220,0.2414819827,0.0011,0.0231,0.0336,0.0068,-0.1591008796,-0.00569807780,0.000400,0.0096316094,0.0007407570,0.0133610151,0.0072587798,NaN,0.0316203794,0.0898512781,0.0854250542,13.970,32.980
20204,"3,756.07",58.279,94.130,0.2191947588,0.0009,0.0226,0.0316,0.0093,-0.1373577884,-0.00009788252,0.000275,0.0007453512,-0.0260520446,0.0309329000,0.0068313148,NaN,0.0323528759,0.1250079720,0.1203904862,14.641,31.440
20211,"3,972.89",57.633,128.200,0.1980837771,0.0003,0.0304,0.0374,0.0161,-0.2450498264,0.01571834325,0.000225,0.0169037985,-0.1161409329,-0.1025943905,0.0060520475,NaN,0.0331088121,0.0597875134,0.0557946935,14.677,45.950
20212,"4,297.50",57.865,158.760,0.1893517312,0.0004,0.0279,0.0344,0.0152,-0.1338620843,0.01725458946,0.000075,0.0257440246,0.0529812076,0.0721844556,0.0031631437,NaN,0.0335751765,0.0855621933,0.0818512569,14.577,48.390
20213,"4,307.54",59.254,175.370,0.1930364450,0.0004,0.0253,0.0323,0.0137,-0.1131669804,0.01559788352,0.000100,0.0096210471,0.0012209188,-0.0004818235,0.0031195255,NaN,0.0334264013,0.0070086620,0.0035345010,15.359,49.590
20214,"4,766.18",60.397,197.840,0.1797857907,0.0006,0.0265,0.0330,0.0146,-0.0982190020,0.01297002296,0.000100,0.0163756334,0.0149188219,0.0122211620,0.0049962028,NaN,0.0334017899,0.1089557318,0.1051959489,15.783,53.910
